   3.1305800e+01   3.1313600e+01   3.1327200e+01   3.1352100e+01   3.1392400e+01
   3.1313600e+01   3.1327200e+01   3.1352100e+01   3.1392400e+01   3.1397000e+01
   3.1327200e+01   3.1352100e+01   3.1392400e+01   3.1397000e+01   3.1404600e+01
   3.1352100e+01   3.1392400e+01   3.1397000e+01   3.1404600e+01   3.1392800e+01
   3.1392400e+01   3.1397000e+01   3.1404600e+01   3.1392800e+01   3.1392800e+01
   3.1397000e+01   3.1404600e+01   3.1392800e+01   3.1392800e+01   3.1395800e+01
   3.1404600e+01   3.1392800e+01   3.1392800e+01   3.1395800e+01   3.1396500e+01
   3.1392800e+01   3.1392800e+01   3.1395800e+01   3.1396500e+01   3.1390300e+01
   3.1392800e+01   3.1395800e+01   3.1396500e+01   3.1390300e+01   3.1411500e+01
   3.1395800e+01   3.1396500e+01   3.1390300e+01   3.1411500e+01   3.1433700e+01
   3.1396500e+01   3.1390300e+01   3.1411500e+01   3.1433700e+01   3.1437000e+01
   3.1390300e+01   3.1411500e+01   3.1433700e+01   3.1437000e+01   3.1453100e+01
   3.1411500e+01   3.1433700e+01   3.1437000e+01   3.1453100e+01   3.1472500e+01
   3.1433700e+01   3.1437000e+01   3.1453100e+01   3.1472500e+01   3.1475800e+01
   3.1437000e+01   3.1453100e+01   3.1472500e+01   3.1475800e+01   3.1460800e+01
   3.1453100e+01   3.1472500e+01   3.1475800e+01   3.1460800e+01   3.1439000e+01
   3.1472500e+01   3.1475800e+01   3.1460800e+01   3.1439000e+01   3.1447100e+01
   3.1475800e+01   3.1460800e+01   3.1439000e+01   3.1447100e+01   3.1500200e+01
   3.1460800e+01   3.1439000e+01   3.1447100e+01   3.1500200e+01   3.1512400e+01
   3.1439000e+01   3.1447100e+01   3.1500200e+01   3.1512400e+01   3.1512800e+01
   3.1447100e+01   3.1500200e+01   3.1512400e+01   3.1512800e+01   3.1512800e+01
   3.1500200e+01   3.1512400e+01   3.1512800e+01   3.1512800e+01   3.1515600e+01
   3.1512400e+01   3.1512800e+01   3.1512800e+01   3.1515600e+01   3.1530000e+01
   3.1512800e+01   3.1512800e+01   3.1515600e+01   3.1530000e+01   3.1553300e+01
   3.1512800e+01   3.1515600e+01   3.1530000e+01   3.1553300e+01   3.1547600e+01
   3.1515600e+01   3.1530000e+01   3.1553300e+01   3.1547600e+01   3.1543700e+01
   3.1530000e+01   3.1553300e+01   3.1547600e+01   3.1543700e+01   3.1555500e+01
   3.1553300e+01   3.1547600e+01   3.1543700e+01   3.1555500e+01   3.1494800e+01
   3.1547600e+01   3.1543700e+01   3.1555500e+01   3.1494800e+01   3.1477900e+01
   3.1543700e+01   3.1555500e+01   3.1494800e+01   3.1477900e+01   3.1539500e+01
   3.1555500e+01   3.1494800e+01   3.1477900e+01   3.1539500e+01   3.1539400e+01
   3.1494800e+01   3.1477900e+01   3.1539500e+01   3.1539400e+01   3.1533200e+01
   3.1477900e+01   3.1539500e+01   3.1539400e+01   3.1533200e+01   3.1505600e+01
   3.1539500e+01   3.1539400e+01   3.1533200e+01   3.1505600e+01   3.1501500e+01
   3.1539400e+01   3.1533200e+01   3.1505600e+01   3.1501500e+01   3.1503500e+01
   3.1533200e+01   3.1505600e+01   3.1501500e+01   3.1503500e+01   3.1533300e+01
   3.1505600e+01   3.1501500e+01   3.1503500e+01   3.1533300e+01   3.1506900e+01
   3.1501500e+01   3.1503500e+01   3.1533300e+01   3.1506900e+01   3.1470100e+01
   3.1503500e+01   3.1533300e+01   3.1506900e+01   3.1470100e+01   3.1440100e+01
   3.1533300e+01   3.1506900e+01   3.1470100e+01   3.1440100e+01   3.1456800e+01
   3.1506900e+01   3.1470100e+01   3.1440100e+01   3.1456800e+01   3.1523800e+01
   3.1470100e+01   3.1440100e+01   3.1456800e+01   3.1523800e+01   3.1550200e+01
   3.1440100e+01   3.1456800e+01   3.1523800e+01   3.1550200e+01   3.1540900e+01
   3.1456800e+01   3.1523800e+01   3.1550200e+01   3.1540900e+01   3.1532400e+01
   3.1523800e+01   3.1550200e+01   3.1540900e+01   3.1532400e+01   3.1554200e+01
   3.1550200e+01   3.1540900e+01   3.1532400e+01   3.1554200e+01   3.1558100e+01
   3.1540900e+01   3.1532400e+01   3.1554200e+01   3.1558100e+01   3.1582800e+01
   3.1532400e+01   3.1554200e+01   3.1558100e+01   3.1582800e+01   3.1561200e+01
   3.1554200e+01   3.1558100e+01   3.1582800e+01   3.1561200e+01   3.1532100e+01
   3.1558100e+01   3.1582800e+01   3.1561200e+01   3.1532100e+01   3.1540500e+01
   3.1582800e+01   3.1561200e+01   3.1532100e+01   3.1540500e+01   3.1560800e+01
   3.1561200e+01   3.1532100e+01   3.1540500e+01   3.1560800e+01   3.1566800e+01
   3.1532100e+01   3.1540500e+01   3.1560800e+01   3.1566800e+01   3.1555000e+01
   3.1540500e+01   3.1560800e+01   3.1566800e+01   3.1555000e+01   3.1565000e+01
   3.1560800e+01   3.1566800e+01   3.1555000e+01   3.1565000e+01   3.1573500e+01
   3.1566800e+01   3.1555000e+01   3.1565000e+01   3.1573500e+01   3.1571100e+01
   3.1555000e+01   3.1565000e+01   3.1573500e+01   3.1571100e+01   3.1572500e+01
   3.1565000e+01   3.1573500e+01   3.1571100e+01   3.1572500e+01   3.1580300e+01
   3.1573500e+01   3.1571100e+01   3.1572500e+01   3.1580300e+01   3.1554200e+01
   3.1571100e+01   3.1572500e+01   3.1580300e+01   3.1554200e+01   3.1575200e+01
   3.1572500e+01   3.1580300e+01   3.1554200e+01   3.1575200e+01   3.1574400e+01
   3.1580300e+01   3.1554200e+01   3.1575200e+01   3.1574400e+01   3.1567300e+01
